frase	duracao_media	total_classificacoes	classificacao_majoritaria	total_positiva	total_negativa	total_neutra
Pedi então minha mãe para deixa agente ir ao cinema, ela deixou, cortamos o bolo e fomos para o cinema, fomos ver os vingadores, muito legal.	10.254666666666667	6	positiva	5	0	1
Pelo menos as matérias da faculdade vão ser mais legaizinhas e mais a ver com o curso.	5.3862	5	positiva	4	0	1
Pelo menos pornografia não engorda.	3.5356666666666663	6	positiva	3	1	2
Pensamos diferentes, temos objetivos diferentes.	4.056800000000001	5	neutra	0	0	5
Pensando que o único meio de meus pais não brigarem comigo seria morrendo mesmo, ai não iria incomodar ninguém.	17.3354	5	negativa	0	5	0
Pensava em seguir as regras, fazer papel de bom garoto, me preocupava com o que os outros estavam pensando de mim.	24.633499999999998	4	positiva	4	0	0
Pense nisso, saiba que eu te amo demais, desejo muito sua companhia.	4.036666666666666	6	positiva	4	0	2
Pensei muito hoje em tudo que voces falaram pra mim.	3.3925	4	neutra	1	0	3
Penso em você o tempo inteiro, e meu coração doi ao imaginar o que você está fazendo.	6.209166666666667	6	negativa	0	5	1
Penso que estou em seus braços, encolhida e tímida, apaixonada e realizada.	5.0842	5	positiva	5	0	0
Penso que o amor surge não sei onde, cresce não sei porque e machuca sem querer você talvez seja minha única esperança... ou a última.	7.518800000000001	5	empate	2	2	1
Percebi que quase não batia sol, e que a maior dificuldade seria as roupas, percebi que a Helen não estava feliz, mas sabia eu que ajudaria ela, meu dinheiro já estava acabando, ela com o nome sujo e atolado de contas não poderia me ajudar tão cedo.	51.4756	5	empate	1	2	2
Perdão por eu não ter crescido da maneira e nem do modo que você esperava.	33.63466666666667	6	negativa	1	5	0
Perguntou se eu estava melhor ( ultimamente só tenho chorado), disse para ele que eu estava normal, mais não consigo engana-lo, ele sabia que eu não estava bem.	7.128333333333333	6	negativa	0	6	0
Pior é que eu gostei dele também.	4.7372499999999995	4	negativa	1	2	1
Pode achar que eu sou maluca, eu gostei de um garoto que conheci na internet.	4.9327499999999995	4	neutra	1	0	3
Pode ser que nos vejamos amanhã, pode ser que só nos encontremos daqui a um ano, pode ser até que o tempo nos afaste ainda mais, mas eu quero que você saiba que hoje lembrei de você.	5.4285	4	positiva	3	1	0
Pois amigos também dizem EU TE AMO!	3.0466	5	positiva	5	0	0
Pois bem, eu vi ele, ele me viu, mas não falou comigo.	3.94825	4	positiva	4	0	0
Pois essa nossa amizade merece mais que palavras, merecia ser contada ao mundo, para que assim todos pudessem sentir, e talvez até entender o significado da nossa amizade.	7.277166666666666	6	positiva	6	0	0
Pois uma coisa é certa, se não é pra ser com você, vai ser com quem me ame e retribua.	6.6587499999999995	4	positiva	4	0	0
Pois é com ele que eu respiro, que eu sonho, e nele que guardo minhas alegrias.	6.2605	6	positiva	6	0	0
Pois é, da mesma maneira que você amou ela, eu amo, e estava precisando dela aqui no céu.	9.2576	5	positiva	3	1	1
Pois é, eu não, eu nunca vou te abandonar, eu nunca canso de você, eu nunca quero o teu mal, eu só quero te abraçar e te ver feliz.	85.0482	5	positiva	4	0	1
Pois é, me orgulho de mim mesma, porque mesmo com todos os problemas, continuo aqui intacta.	5.215400000000001	5	positiva	4	0	1
Pois, não sei se vou aguentar de saudades.	5.03275	4	negativa	1	2	1
Por favor me explique, nunca imaginei poder amar assim.	3.2535	4	positiva	4	0	0
Por incrível que pareça aquilo me deixava mais forte.	5.100750000000001	4	positiva	4	0	0
Por que eu me sinto tão mal e negativa?	2.0585999999999998	5	negativa	0	5	0
Por que não sou bonita, por que sou uma tonta, porque não sou do jeito que minha mãe quer que eu seja, não sou como minha família querer que eu seja.	14.0405	4	negativa	0	4	0
Por um lado vai ser bom porque não vou ter que escutar minha mãe gritando no trânsito, o que ja ajuda muito.	17.612750000000002	4	neutra	0	0	4
Porem hoje em dia que eu tenho uma condição financeira melhor que minha família, eles ficam querendo tirar o pouco que eu tenho.	31.88825	4	negativa	0	3	1
Porque agora eu sei que é você quem meu coração realmente escolheu, que é você por quem vou lutar ate o infinito e desejarei a todo o momento em todos os sonhos em todos os desejos em todas as minhas orações.	6.99625	4	positiva	4	0	0
Porque eu fiz a sua alma gêmea.	2.281	4	empate	2	0	2
Porque eu vou conseguir emagrecer, e vou provar a todos que eu não sou uma miuda gorda qualquer.	5.803333333333334	6	positiva	5	1	0
Porque não fazer ela feliz, já que ela também estava disposta a me fazer feliz.	528.076	6	positiva	5	1	0
Porque o mesmo garoto que tem coragem de chegar para falar com você, tem coragem o suficiente pra ir falar com outra menina minutos depois, e repetir as mesmas palavras pra chegar onde ele quer.	9.933200000000001	5	negativa	0	4	1
Porque será que nunca consegui me sentir completa?	3.8004	5	negativa	0	5	0
Portanto peço que ele seja muito feliz para onde for que seja lá prospero.	8.9818	5	positiva	5	0	0
Porém o medo de você se distanciar de mim é maior que tudo.	11.233799999999999	5	negativa	1	4	0
Possa ser que o que disse não faça a mínima importância, pois você começou um novo relacionamento a pouco tempo, porém eu precisava me expressar de qualquer maneira.	390.98740000000004	5	positiva	3	2	0
Posso tentar parar o vento ou sentar na brisa da primavera posso tentar parar o sol ou fazer com que você tenha um dia perfeito posso tentar e fazer tantas coisas para você, menos que você me ame tanto quanto EU TE AMO.	13.352	4	positiva	4	0	0
Poste frases de garota desapegada,que não precisa de homem nenhum pra ser feliz.	7.8346	5	empate	2	2	1
Pra comemorar pedimos pizza, e eu fiz uma carta e deixei do lado dele da cama!	4.124833333333334	6	positiva	5	0	1
Pra quê ela mente desse jeito?	5.78275	4	negativa	0	4	0
Preciso de bons curativos, que não sejam eternos, afinal nada é para sempre, mas, que não sejam descartáveis.	3.47225	4	positiva	4	0	0
Preciso que você também se ame e prometa que vai procurar cuidar mais de mim, sou parte de você.	12.793	5	empate	2	1	2
Prefere a discrição, ficar quieto, observando e tomando suas próprias conclusões.	4.2306	5	neutra	2	0	3
Preocupa-se muito pouco com a opinião alheia.	4.404249999999999	4	positiva	4	0	0
Presta atenção nas músicas que escuto e nas coisas que eu posto.	3.668	5	positiva	3	0	2
Presta atenção rapaz, ela da risada das suas piadas mais idiotas.	5.335166666666666	6	positiva	4	0	2
Procurei como nunca.	2.4394	5	neutra	1	0	4
Prometo te amar ate o fim da minha vida, ate meu ultimo suspiro, ate a ultima batida do meu coração, ate a ultima lagrima do meu rosto.	15.178249999999998	4	positiva	4	0	0
Pronunciar que te admiro, que gosto de ti é pouco demais.	2.8155	4	positiva	4	0	0
QUE O AMOR AO PRÓXIMO E A VONTADE DO CONHECIMENTO SEJA A SUA MARQUINHA NESTE LINDO ESPIRITO ILUMINADO.	5.763333333333333	6	positiva	5	0	1
QUE VOCÊ ME ENSINE A SER MAIS HUMANA E O VERDADEIRO SENTIDO DO AMOR, DESDE JÁ ME PERDOE-ME PELOS MEUS EXCESSOS PARA CONTIGO, MAS QUE ESSA LINDA OPORTUNIDADE, SEJA APROVEITADA E QUE DEUS NOS AJUDE DIARIAMENTE A SERMOS MÃE E FILHO QUE VENHA MEU FILHO AMADO.	7.402	4	negativa	0	3	1
QUE VOCÊ TRAGA CONSIGO,O AMOR , A SABEDORIA , A PAZ , A CALMA E O ESPIRITO DE JUSTIÇA.	3.044	4	positiva	4	0	0
Qualquer lugar que vão, a conta é SEMPRE dividida, igualmente entre os dois.	4.856199999999999	5	positiva	3	0	2
Quando a água do mar te acalmar, será o meu abraço que você irá sentir.	6.0252	5	positiva	5	0	0
Quando achei que teria paz, meus irmãos mais velhos eram muito agressivos, eles batiam por qualquer coisa, alias batiam não, espancavam, uma vez meu irmão deu um chute na minha barriga, que eu fiquei menstruando por quase dez dias.	5.85125	4	negativa	0	4	0
Quando acordei ele me abraçou, me beijou me chamando de preguiçosa e falou te amo  Ele é lindo demais.	5.260666666666666	6	positiva	5	0	1
Quando acordei, meu namorado estava com a mão na minha cintura, me abraçando, e com a cabeça perto do meu cabelo.	3.6528	5	positiva	5	0	0
Quando chega a noite, hora de dormir, encosto a cabeça no travesseiro e meu pensamento me transporta para um mundo maravilhoso.	4.85925	4	positiva	3	0	1
Quando contei a mamãe ela ficou assustada com medo do que eu ia achar e quis saber quem me contou e eu disse que foi o papai.	11.01425	4	neutra	0	0	4
Quando durmo a noite sempre sonho com você, você é lindo.	3.7932	5	positiva	5	0	0
Quando ela te encher a paciência, não brigue, ela só gosta de te ver um pouco irritado, por que sabe que depois você vai abrir um sorriso, e ela ama esse sorriso.	10.3054	5	positiva	3	1	1
Quando ele deixa claro que NÃO GOSTA DE TI, você chora ou/e fica triste por alguns dias, mas depois pensa em algum jeito de fazer com que ele veja o quanto você é especial.	8.5234	5	negativa	0	4	1
Quando ele entrou foi estranho ele foi direto tomar banho nem um beijo como de costume, estranhei mais fizemos amor e dormimos.	9.1395	6	neutra	0	2	4
Quando ele me virou, me beijou tanto que começamos a gozar juntos.	4.068	5	positiva	5	0	0
Quando encontrar alguém e esse alguém fizer seu coração parar de funcionar por alguns segundos, preste atenção: pode ser a pessoa mais importante da sua vida.	7.7506666666666675	6	positiva	6	0	0
Quando estamos apaixonadas, dentro de nós a uma confusão de sentimentos que ficamos perdidos.	4.822833333333333	6	positiva	3	1	2
Quando estava com você reclamava que não tinha tempo pra família e amigos.	6.37075	4	negativa	0	3	1
Quando eu era criança, acreditava que as estrelas eram os olhos de Deus, que piscavam de vez em quando para a gente apenas para que soubéssemos que havia um cara lá em cima de olho nas traquinagens que aprontávamos.	5.819	4	positiva	3	0	1
Quando eu era criança, assistia aos desenhos do Ligeirinho e me encantava ao ver aqueles feijões mexicanos que pulavam sozinhos.	4.5942	5	positiva	5	0	0
Quando eu ler o resto do livro, não vou nem perder a chance de fazer o resumo.	7.1095	4	neutra	1	0	3
Quando eu olhei pra trás, ele latiu, abanou o rabo e fez uma pose sexy que me seduziu, quero ele.	5.871333333333333	6	positiva	6	0	0
Quando eu tinha três anos fui morar na casa de uma tia, pois minha mãe não tinha condição de me criar.	580.5205	4	positiva	3	0	1
Quando foi semana passada, ela pediu pra eu fazer o cabelo dela novamente, ai eu fiz, pra fora e tal.	8.8652	5	neutra	1	0	4
Quando for pedi-la em namoro, não fique bancando o difícil que isso não funciona com garotas tímidas, seja direto, converse com ela chegando exatamente ao ponto importante.	6.50675	4	positiva	3	0	1
Quando li essa mensagem eu pensei vou ligar para ele e ver como ele está, e tenta adianta oq ele quer fala comigo.	8.42825	4	empate	2	0	2
Quando me abraça sinto-me protegida.	24.055799999999998	5	positiva	5	0	0
Quando me beija é como se milhões de luzes brilhassem no meu mundo, sinto-me flutuando em seus braços.	18.360666666666667	6	positiva	5	0	1
Quando meus pais se divorciaram, não me restou mais nada.	2.8605	4	negativa	0	4	0
Quando o cara tá interessado em mim as vezes eu não tô interessada no cara ou todo mundo ta interessando e não da certo, acontece alguma coisa e pronto.	7.5489999999999995	6	empate	0	3	3
Quando o sangue esvair do seu corpo, será meu amor indo junto de ti.	7.392333333333333	6	empate	3	3	0
Quando o telefone toca,já me acelera o coração	4.3782000000000005	5	empate	2	1	2
Quando o ver de umas olhadas pra ele, (mas sem disfarçar) no começo ele não vai intender, mas o encare por 1 segundo, e depois delicadamente mexa no cabelo olhando para outro lugar.	15.821666666666667	6	empate	3	0	3
Quando se apaixona por uma garota tímida, saiba que ela pode também estar mas nunca tomará iniciativas nem para te olhar nos olhos.	14.73475	4	neutra	0	0	4
Quando somos jovens e nos apaixonamos vemos tudo de um modo fantasioso e cheio de coisas boas e então nos damos de corpo e alma na vida que achamos ser perfeita.	9.256333333333332	6	positiva	5	0	1
Quando tento alertar as pessaoas mais proximas elas dizem que a tu es magra deves engordar e tal, mas quando tento brincar com a situação para as alertar elas dizer oh mas tu também não és muito alta.	16.3872	5	negativa	0	3	2
Quando tudo parece desmoronar dentro de mim eu me sinto em pedaços.	4.5714	5	negativa	0	5	0
Quando um brisa acariciar sua pele, será meu suspiro a passar.	8.503	5	positiva	4	0	1
Quando uma pétala tocar o seu rosto, será minha mão deslizando pelo seu corpo.	3.3262	5	positiva	5	0	0
Quantas pessoas realmente valem a pena conhecer, e são suas amigas de verdade?	8.8868	5	neutra	0	0	5
Quantas tristezas e decepções eu já passei nessa vida não é mesmo, ainda bem que eu escrevo só pra mim mesmo, pois só eu mesmo sei de tudo que eu já passei, nunca quis compartilhar minha merda de vida com ninguém.	8.0262	5	negativa	0	5	0
Quanto aos sintomas do TOC, continuam bem chatinhos.	3.2182500000000003	4	positiva	3	0	1
Quarta feira à noite sai o gabarito, aí eu vou saber quantas eu acertei.	5.531833333333334	6	empate	3	0	3
Quase dois meses me fizeram ter uma rotina, muito louca, mas uma rotina legal.	3.72425	4	positiva	3	0	1
Que dor imensa é essa saudade, todos os dias quando acordo pego o telefone querendo ligar pra saber como a senhora está, acho que ainda não consegui discernir tudo isso.	7.83025	4	positiva	4	0	0
Que estará em meus sonhos você é diferente!	4.293	4	empate	2	0	2
Que seja eterno enquanto dure, e que dure para sempre.	3.5911666666666666	6	positiva	6	0	0
Que vergonha que eu passei no ônibus, ele todo maloqueiro.	4.7174	5	negativa	0	5	0
Que vontade de voltar no tempo, ter você do meu lado, com seu olhar iluminado.	4.6495999999999995	5	positiva	3	1	1
Quem ama não esquece, quem ama não deixa passar.	6.4766	5	neutra	1	1	3
Quem eu mais esperei que fosse lembrar, não lembrou.	3.80825	4	negativa	0	3	1
Quem já namoro e nunca teve uma saudades do ex, que atire a primeira pedra.	5.888999999999999	4	neutra	1	1	2
Quer dizer já conhecia ela de vista nos falávamos só por um Oi.	6.092333333333333	6	neutra	0	0	6
Queria compartilhar com vocês sobre o meu namoro, e dizer o que muitos já me disseram.	4.978249999999999	4	neutra	1	0	3
Queria esquecer a luz dos teus olhos, pois assim eu não sentiria saudades deles, queria esquecer o tom da sua voz, o seu jeito de falar, queria esquecer esse sorriso lindo que só você tem.	7.505599999999999	5	negativa	1	4	0
Queria tanto que as coisas tivessem sido diferentes, mas infelizmente o senhor mudou o rumo de nossas vidas para sempre.	5.5345	4	negativa	0	4	0
Queria tanto, mas não posso, pois o que sinto por ti é tão forte, impossível de esquecer.	6.482	4	neutra	1	1	2
Quero compensar o que minhas colegas da faculdade fizeram por mim.	5.639	5	positiva	3	1	1
Quero dirigir carro, ser independente, ser uma psicóloga bem sucedida.	2.3432	5	positiva	4	1	0
Quero logo o seu abraço forte.	2.628	5	positiva	5	0	0
Quero que você enfie tua inveja e tua falsidade no cú.	3.939	6	negativa	1	5	0
Quero te dar todo o meu amor.	1.7537500000000001	4	positiva	4	0	0
Quero toda a tranquilidade para você.	2.1882	5	positiva	5	0	0
Realizam experiências com alimentação e pesquisam formas de garantir as condições de higiene e de prevenir e combater doenças e parasitas, para melhorar a saúde dos rebanhos e a qualidade dos produtos derivados.	8.0428	5	positiva	5	0	0
Resolvi cortar minha franja.	3.6616	5	neutra	1	0	4
Rodrigo meu amigo, ele disse que ia volta pra fala comigo no msn, eu o considero como um grande irmão pra mim.	6.031000000000001	5	positiva	3	1	1
Romance é por tempo indeterminado, enquanto o lance tem tempos contados.	5.9044	5	neutra	2	0	3
Sabe aquela pessoa que você se identifica logo de cara, almoça junto todos os dias e acaba ficando amigo?	5.168166666666667	6	positiva	5	0	1
Sabe hoje quando estava saindo da garagem lá de casa eu sem querer esparrei o carro e arranhou ele na parte de trás, nossa eu estou me sentindo um lixo.	16.13825	4	negativa	0	4	0
Sabe o quanto eu amo o Diego, e que jamais faria algo de ruim pra ele.	4.15275	4	positiva	3	0	1
Sabe, eu passei grande parte da minha vida me preocupando com tudo, angustiado, triste e deprimido.	5.22875	4	negativa	1	3	0
Sai de madrugada e diz que foi comprar um pastel.	7.382666666666666	6	neutra	2	0	4
Saí no sábado para o chá de panela da minha prima que logo vai se casar.	8.05225	4	neutra	1	0	3
Saímos da fabrica, e fomos ao lugar próximo com poucas estrelas, mas viável, chegando no quarto um stand não era muito bonito, mas como já estávamos um com vontade do outro começamos, mas eu pedi, para me limpar, porque eu manuseio peças com óleo, graxa, etc.	101.14080000000001	5	neutra	2	0	3
Saímos da sala de espera e entrei num longo corredor.	3.0436	5	neutra	0	1	4
Saímos e fomos no horario de trabalho para um motel chamado Beira Rio, proxímo de nosso trabalho. 	6.24925	4	empate	0	2	2
Se bem, que agora não tá diferente, porque de todo jeito ele tá comigo por piedade.	7.050666666666667	6	negativa	0	6	0
Se ele puxar assunto quer dizer que ele gosta de falar com você, mas se caso você puxa assunto, e ele te responde com frases curtas ou demora pra responder e vem com desculpinhas pedindo desculpa pela demora, quer dizer que você tá enchendo a paciência dele e ele só te responde por educação.	14.673599999999999	5	negativa	0	3	2
Se ele tivesse 50 anos e eu o amasse, eu ficaria com ele sem nenhum problema	4.03175	4	negativa	0	4	0
Se os dois acabarem se dando bem conversando, provavelmente, esse vai ser um sinal de que ela está gostando de conversar e tá achando você uma pessoa legal, isso é muito importante para que tudo dê certo.	13.06875	4	empate	2	0	2
Se precisar, me procure; se sentir saudades, ligue; se estiver com algum problema, conte comigo; e se tiver um tempo, vamos nos ver !	5.20375	4	positiva	4	0	0
Segunda haveria um sexo bem gostoso na cama.	3.7550000000000003	4	positiva	3	0	1
Sei la, a cada dia que passa eu desejo menos estar aqui.	3.3302	5	negativa	1	3	1
Sei la, é uma coisa tão estranha.	2.98575	4	neutra	0	1	3
Sei la, é uma relação estranha.	4.658	6	negativa	0	4	2
Sei muito bem que vou ficar escrevendo e ele vai estar olhando, analisando o que eu tô fazendo.	5.6852	5	empate	1	2	2
Sei que a tristeza excessiva é devido aos efeitos da droga, sei que essa tristeza química vai passar, mas a tristeza real pela vida que levo, esta me acompanha todos os dias.	7.372199999999999	5	negativa	0	5	0
Sei que foi sem querer mas eu tenho a obrigação de prestar mais um pouco de atenção.	5.489	4	empate	2	0	2
Sem contar que as nossas mensagens varavam madrugadas e sempre terminavam no mesmo assunto, sexo.	2.299	4	positiva	4	0	0
Sem você eu me sinto sem asas, incapaz de voar.	7.610500000000001	6	negativa	1	5	0
Semana passada transei com meu namorado na casa dele.	3.5254	5	positiva	4	0	1
Sempre de noite e tenho medo, pavor e nunca durmo no escuro aqui tem uma luz pequena que fica acesa, na minha noite de núpcias quero fazer na claridade.	5.061999999999999	4	negativa	1	3	0
Sempre dizemos que não vamos, mas nos apaixonar por pessoas erradas, mas sem que nos perceba já estamos lá encantadas pela pessoa sem nem conhece-la direito.	385.29159999999996	5	negativa	1	4	0
Sempre estive sozinha e parece que fico sozinha a cada dia que passa, minha cabeça dói e minhas lagrimas não conseguem parar. 	4.8056	5	negativa	0	5	0
Sempre foi bem difícil eu me enturmar com as pessoas.	3.612	4	negativa	0	3	1
Sempre foi considerada pelos parentes um nada, não tinha dinheiro, era doente e muito infeliz.	3.3194999999999997	4	neutra	1	0	3
Sempre fui apaixonada por cachos, mas não sei porque, alisei meu cabelo.	4.1747499999999995	4	neutra	1	0	3
Sempre fui muito perfeccionista, gosto sempre de dar o melhor de mim, principalmente no quesito desempenho intelectual.	6.646800000000001	5	positiva	4	0	1
Sempre gostei de admirar o céu, de olhar as estrelas, entender o mistério que há lá em cima e quando olho a lua, ah lua!	4.392666666666667	6	positiva	6	0	0
Sempre perdeu o controle e usou de maldade demoníaca nas surras que me dava.	44.68066666666667	6	negativa	0	6	0
Sempre quando se faz aqueles rastreios na escola, sou sempre alertada porque estou abaixo e eu não gosto disso!	7.929166666666667	6	negativa	0	6	0
Sempre teremos almas iluminadas nos estendendo a mão.	3.701833333333333	6	positiva	6	0	0
Sempre vou lembrar com carinho de tudo o que vivi com você.	8.101	4	neutra	0	1	3
Senti firmeza no lado dela vi interesse isso me animava.	4.2892	5	positiva	5	0	0
Senti um choque e um calor pelo corpo todo por essa situação inusitada.	4.9303333333333335	6	neutra	2	0	4
Sentia raiva de mim mesmo, de estar largando tudo por outra pessoa, de deixar ela falar assim comigo, de falar assim dela.	5.818600000000001	5	negativa	0	5	0
Sentou em cima de mim e se esfregava em mim gostoso.	5.705800000000001	5	positiva	3	0	2
Separou do marido e não aguentou!	2.89525	4	negativa	0	3	1
Ser boazinha até com quem devia ser chata, tentar tratar todos bem.	5.1745	6	neutra	2	1	3
Seria bom tomar cuidado com certas manias.	3.6710000000000003	5	neutra	1	1	3
Seria maldade faltar pra um enquanto eu tenho e só não dou por que sou apegada aquilo.	23.0914	5	empate	1	2	2
Será que ele vai começar a me analisar?	3.157	5	neutra	0	0	5
Será que sou só eu, que nunca tive um namoradinho bonitinho e perfeitinho nem que fosse só por um mês ?	7.287000000000001	5	negativa	0	3	2
Seu andar é meio saltitante e alegre, e sempre fazem várias coisas ao mesmo tempo, como estudar vendo TV e falando ao telefone enquanto conversam com você.	6.8324	5	positiva	4	0	1
Seu cheiro ainda está ali de algum modo no meu imaginário.	3.05275	4	positiva	3	0	1
Seu corpo é um espetáculo com direito a gostinho de quero mais, seu sorriso e tão safado quanto o próprio dono.	6.774800000000001	5	positiva	3	2	0
Seu lado da sapateira era cheio de sapatos que nunca acabava e eu sempre reclamava da confusão.	7.1768	5	negativa	0	4	1
Seu lado do armário está vazio e eu não preenchi.	3.94575	4	neutra	1	0	3
Sim sou uma patricinha !	3.6310000000000002	4	neutra	0	0	4
Sim, isso me envergonha, gosto de estar sob controle. 	5.0216	5	neutra	0	2	3
Simpáticos como eles só, sempre darão a impressão que estão se interessando por alguém, mas só estão conversando e buscando informações.	7.590833333333333	6	negativa	0	4	2
Sinceramente, o amor não se escolhe, apenas acontece.	3.1118333333333332	6	positiva	5	0	1
Sinceramente, sem você, eu já estaria morta.	3.21875	4	positiva	2	1	1
Sinto a força e o calor daquele que é o homem da minha vida.	3.087	5	positiva	5	0	0
Sinto como se uma parte de mim estivesse em outro lugar.	3.19475	4	positiva	4	0	0
Sinto este desejo todos os dias sabe, até mesmo quando faço, porém horas depois já estou com vontade de fazer amor gostoso.	18.4972	5	positiva	4	0	1
Sinto falta das brincadeiras de boneca , de assistir chiquititas na tv , e ouvir sandy e junior.	3.92575	4	neutra	1	1	2
Sinto minha vida tão bagunçada, vejo meus sonhos morrendo, minha vida tomar direção contrária aquilo que imaginei um dia.	18.666	5	negativa	0	5	0
Somos estrelas, somos nossa própria luz.	3.1346	5	positiva	5	0	0
Sonho com você a noite inteira e me sinto aflita e insegura por não saber se um dia vou transformar este sonho em realidade.	4.7372499999999995	4	negativa	1	2	1
Sorte que ELE (namorado) me ligou , o tempo passou bem rápido, conversamos a beça , estamos bem agora.	7.3062	5	positiva	3	1	1
Sou bem organizada, paranoica, tenho nojo de quase tudo.	5.5684	5	negativa	0	4	1
Sou casada, feliz no casamento, tenho um bom emprego onde conheci uma pessoa.	2.12575	4	positiva	4	0	0
Sou como o rio que corre em busca de algo, mas não sabe o que, e nem quando vai chegar.	6.9074	5	empate	1	2	2
Sou forte, madura, e aprendo com meus erros.	2.1793333333333336	6	positiva	6	0	0
Sou muito alta e magra, não tenho corpo, e sofro por causa disso.	8.412	4	empate	2	0	2
Sou muito frienta, quando eu estava na minha cama, eu peguei 3 cobertas e estava de blusa de frio.	1.94225	4	negativa	0	4	0
Sou seletiva em minhas amizades.	4.4235	4	positiva	4	0	0
Sou sozinho apesar de ser casado, mas há tempo que este casamento não passa de um papel assinado, o amor se foi juntamente com o respeito e a confiança, tudo o que sobrou foi o comodismo, a tristeza e a falta de esperança por falta da minha esposa.	8.618	5	negativa	0	5	0
Sozinha num mundo onde apenas sentimentos falsos importam, onde todos acreditam na mentira por medo de admitir a verdade, por medo que a verdade não seja aquilo que esperas.	7.066800000000001	5	negativa	0	3	2
Subimos as escadas entramos no quarto 42, um espelho na frente, banheiro amplo com ceramica antiga, no quarto uma enorme cama, o ambiente era parecido com um Motel, mas um pouco menos atrevido.	8.322	4	neutra	1	0	3
SÓ QUE ELE COMECOU A DESVIAR O OLHAR DA TV PRA MIM, EU FINGIA QUE NÃO VIA E CONTINUAVA FOCADA NA TV.	6.88525	4	empate	2	0	2
São poucos os que eu me explico.	3.3903999999999996	5	neutra	1	0	4
Só de imaginar a gente ficando, da vontade de vomitar.	3.329	4	negativa	0	4	0
Só não tenho ninguém a quem recorrer, não tenho mãe e nem família por culpa dos desentendimentos que tive com minha mãe que sempre foi violenta e doente.	6.239833333333333	6	negativa	0	6	0
Só não tentei nada com ele, porque ele é noivo.	5.8427999999999995	5	neutra	1	1	3
Só q tenho medo de não conseguir, de me arrepender, to aflita sem saber o que pensar, queria muito desabafar com uma amiga mas eu não tenho.	7.8024000000000004	5	negativa	0	5	0
Só que aconteceu uma coisa engraçada, aliás desde o primeiro dia.	3.55	5	empate	2	1	2
Só que eu não aguentei isso, ser tratada como amiga na frente dos outros pra depois quando estávamos a sós ter qualquer tipo de toque.	7.2307500000000005	4	negativa	1	3	0
Só que por consciência minha mesmo decidi eu mesma sustentar meu filho.	5.86475	4	positiva	3	0	1
Só que você não sabe como dói quando você desaprova tudo o que eu faço pra você.	5.3233999999999995	5	negativa	0	5	0
Só quem sabe realmente, sou eu que estou vivendo, sentindo.	5.641666666666667	6	neutra	1	1	4
Só sei que ontem eu sonhei com ele e quando estou com ele me esqueço de tudo que está em volta de mim . 	8.7045	4	empate	2	0	2
Só você me faz sorrir.	2.4747500000000002	4	negativa	0	4	0
Só você sabia que eu não chorava por ter ficado sozinha naquelas datas que costumávamos comemorar, mas eu chorava por que meu pai era tudo que tinha me restado, e eu era simplesmente a segunda opção dele.	10.631666666666666	6	negativa	0	6	0
Só é pra eu me separar, quando ele se separar.	3.733	4	negativa	0	4	0
TODA VEZ QUE MEU CUNHADO VEM EM CASA ELE DÁ UM GEITO DE FICAR SOZINHO COMIGO. 	6.0889999999999995	4	neutra	0	1	3
Ta certo que ficar com essas crises hipomaníacas é meio constrangedor - mas ficar deprimida e com ideações suicidas também não é nada legal.	7.131	6	negativa	0	6	0
Talvez do jeito que eu e minhas amigas fazemos esteja errado porém parece ser real.	5.857333333333333	6	neutra	0	1	5
Talvez eu doe, para algum cachorro que precise de amor.	4.3804	5	positiva	4	0	1
Talvez que eu o conheci duas ou mais semanas atras, não lembro.	6.090333333333334	6	neutra	0	0	6
Também comprei abóbora e me dirigi ao caixa pagador.	14.8725	4	positiva	3	0	1
Também não me considero uma pessoa com sentimentos.	4.2595	4	negativa	0	3	1
Tava cheio hoje e isso é um saco, demora mais.	3.9935	4	negativa	0	4	0
Te Amar ao ver o sol nascer pela manhã	5.2148	5	positiva	5	0	0
Te amo muito meu Pai!	1.88325	4	positiva	3	0	1
Tem que ser pra alguém que realmente mereça a história, e tenha paciência para ouvir ela.	7.50825	4	empate	2	0	2
Tem tantas situações boas e ruins que envolvem amor e paixão, que não há como descrever todas.	16.15325	4	neutra	1	0	3
Tem uma grande sensualidade e sabe como explora-la muito bem.	5.647333333333333	6	positiva	5	0	1
Tende a ser ciumento e possessivo, o que é um grande defeito.	2.84425	4	negativa	0	4	0
Tenha uma vida de Vitórias.	1.73525	4	positiva	4	0	0
Tenho a estatura de 1,57 cm e 60 kg.	2.0715	4	positiva	4	0	0
Tenho fascínio por alienígenas, tipo, sou louco por eles, acredito em alienígenas e já vi um óvni a alguns meses.	5.9228000000000005	5	neutra	0	0	5
Tenho inúmeras fotos de você com outras pessoas que eu odeio.	5.1268	5	negativa	1	4	0
Tenho medo de cair em depressão novamente, meu coração tá com um vazio imenso, tento fazer de tudo pra ocupar minha cabeça, passar meu tempo e nada me consola, nada me faz tirar a imagem do último suspiro dela da minha cabeça.	3.80725	4	negativa	0	4	0
Tenho medo de me transformar num robô.	3.10075	4	negativa	0	4	0
Tenho orgulho de mim, mesmo com todos os meus defeitos, problemas e manias, sou satisfeita comigo mesma.	7.387833333333333	6	positiva	6	0	0
Tenho percebido como minha vida tem mudado de uns anos pra cá e como eu mudei.	5.01225	4	neutra	1	0	3
